	query_id_x	subject_id_x	percentage_identity_x	percentage_identity_y	query_coverage_x	query_coverage_y	subject_coverage_x	subject_coverage_y	bitscore_x	bitscore_y	Evalue_x	Evalue_y
0	gi|50118967|ref|YP_048134.1|	gi|188532167|ref|YP_001905964.1|	86.27	86.27	100.0	100.0	100.0	100.0	270.0	270.0	2.9999999999999996e-94	4e-94
1	gi|50118969|ref|YP_048136.1|	gi|188532169|ref|YP_001905966.1|	61.89	61.89	99.1869918699187	100.41152263374485	100.41152263374485	99.1869918699187	597.0	623.0	0.0	0.0
2	gi|50118970|ref|YP_048137.1|	gi|188532170|ref|YP_001905967.1|	68.08	68.08	99.19839679358718	99.59758551307847	99.59758551307847	99.19839679358718	689.0	689.0	0.0	0.0
3	gi|50118971|ref|YP_048138.1|	gi|188532171|ref|YP_001905968.1|	81.83	81.83	100.0	100.0	100.0	100.0	1062.0	1062.0	0.0	0.0
4	gi|50118975|ref|YP_048142.1|	gi|188532178|ref|YP_001905975.1|	65.47	65.47	100.0	97.2027972027972	97.2027972027972	100.0	186.0	186.0	2e-61	2.9999999999999994e-61
5	gi|50118976|ref|YP_048143.1|	gi|188532179|ref|YP_001905976.1|	81.76	81.76	99.60079840319361	99.60079840319361	99.60079840319361	99.60079840319361	843.0	843.0	0.0	0.0
6	gi|50118977|ref|YP_048144.1|	gi|188532180|ref|YP_001905977.1|	86.34	86.34	100.0	100.0	100.0	100.0	538.0	551.0	0.0	0.0
7	gi|50118978|ref|YP_048145.1|	gi|188532181|ref|YP_001905978.1|	81.02	81.02	100.0	100.68259385665529	100.68259385665529	100.0	479.0	479.0	5.999999999999997e-172	6.999999999999997e-172
8	gi|50118979|ref|YP_048146.1|	gi|188532182|ref|YP_001905979.1|	74.51	74.51	99.35064935064935	99.02912621359224	99.02912621359224	99.35064935064935	454.0	439.0	7.999999999999998e-162	7.999999999999997e-156
9	gi|50118980|ref|YP_048147.1|	gi|188532183|ref|YP_001905980.1|	74.31	74.31	98.79154078549848	99.0909090909091	99.0909090909091	98.79154078549848	517.0	517.0	0.0	0.0
